名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
町野仁志,2017-10,JTサンダーズ,2,8,13,5,0,38.5,38.5,0,0,0,2,18,0,2,3,1,0,1,7,,0.62,0.25,1.4,50.0
町野仁志,2017-11,JTサンダーズ,2,7,7,2,0,28.6,28.6,0,0,0,0,19,0,0,5,4,1,2,2,,0.29,0.0,6.6,50.0
町野仁志,2017-12,JTサンダーズ,2,8,8,6,0,75.0,75.0,0,0,0,0,21,1,1,1,1,1,0,7,,0.75,0.0,4.8,100.0
白岩直也,2017-10,豊田合成トレフェルサ,7,10,14,5,0,35.7,35.7,0,0,0,2,14,0,3,1,46,19,12,7,,0.5,0.2,-3.6,54.3
白岩直也,2017-11,豊田合成トレフェルサ,7,22,47,15,3,31.9,25.5,0,0,0,2,49,3,12,8,108,43,26,20,,0.68,0.09,4.1,51.9
白岩直也,2017-12,豊田合成トレフェルサ,7,14,71,25,5,35.2,28.2,1,0,0,0,43,1,3,11,121,59,28,26,0.0,1.79,0.0,7.0,60.3
白岩直也,2018-01,豊田合成トレフェルサ,7,25,26,13,0,50.0,50.0,0,0,0,3,61,0,9,10,119,56,29,16,,0.52,0.12,0.4,59.2
白澤健児,2017-10,パナソニックパンサーズ,6,7,21,12,1,57.1,52.4,0,0,0,6,22,2,5,4,2,1,0,20,,1.71,0.86,8.0,50.0
白澤健児,2017-11,パナソニックパンサーズ,6,27,58,34,1,58.6,56.9,0,0,0,22,96,10,13,16,3,0,1,66,,1.26,0.81,11.2,16.7
白澤健児,2017-12,パナソニックパンサーズ,6,10,20,13,1,65.0,60.0,0,0,0,14,48,1,9,6,1,1,0,28,,1.3,1.4,0.5,100.0
白澤健児,2018-01,パナソニックパンサーズ,6,23,50,35,3,70.0,64.0,0,0,0,9,77,0,11,13,1,1,0,44,,1.52,0.39,0.6,100.0
福山汰一,2017-10,ジェイテクトSTINGS,4,11,33,14,3,42.4,33.3,0,0,0,6,39,1,10,5,3,0,2,21,,1.27,0.55,-0.6,33.3
福山汰一,2017-11,ジェイテクトSTINGS,4,19,44,25,2,56.8,52.3,0,0,0,10,65,3,7,15,3,1,1,38,,1.32,0.53,7.7,50.0
福山汰一,2017-12,ジェイテクトSTINGS,4,12,38,22,1,57.9,55.3,0,0,0,7,35,3,7,5,6,2,3,32,,1.83,0.58,7.1,58.3
福山汰一,2018-01,ジェイテクトSTINGS,4,24,56,28,1,50.0,48.2,0,0,0,10,84,3,12,17,1,0,0,41,,1.17,0.42,5.1,0.0
福澤達哉,2017-10,パナソニックパンサーズ,15,11,64,31,1,48.4,46.9,12,5,1,4,37,2,6,5,72,28,24,37,41.7,2.82,0.36,4.7,55.6
福澤達哉,2017-11,パナソニックパンサーズ,15,25,136,82,8,60.3,54.4,22,15,1,4,52,0,10,5,108,35,28,86,68.2,3.28,0.16,-2.4,45.4
福澤達哉,2017-12,パナソニックパンサーズ,15,14,64,36,2,56.2,53.1,7,6,0,4,39,1,4,5,70,24,17,41,85.7,2.57,0.29,3.2,46.4
福澤達哉,2018-01,パナソニックパンサーズ,15,24,114,52,12,45.6,35.1,18,11,4,15,64,3,7,8,129,48,40,70,61.1,2.17,0.62,5.1,52.7
秦耕介,2018-01,サントリーサンバーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
竹元裕太郎,2017-10,堺ブレイザーズ,21,5,8,3,1,37.5,25.0,0,0,0,3,12,0,0,3,0,0,0,6,,0.6,0.6,6.2,
竹元裕太郎,2017-11,堺ブレイザーズ,21,21,30,13,2,43.3,36.7,0,0,0,6,37,0,3,4,4,1,0,19,,0.62,0.29,0.7,25.0
竹元裕太郎,2017-12,堺ブレイザーズ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
竹元裕太郎,2018-01,堺ブレイザーズ,21,20,16,9,1,56.2,50.0,0,0,0,9,40,0,4,11,0,0,0,18,,0.45,0.45,4.4,
竹浪貴志,2017-10,FC東京,5,10,16,9,1,56.2,50.0,0,0,0,5,43,1,6,4,1,0,1,15,,0.9,0.5,1.2,50.0
竹浪貴志,2017-11,FC東京,5,26,30,14,2,46.7,40.0,0,0,0,12,88,4,10,20,4,1,0,30,,0.54,0.46,7.4,25.0
竹浪貴志,2017-12,FC東京,5,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
竹浪貴志,2018-01,FC東京,5,17,28,11,0,39.3,39.3,0,0,0,4,36,2,2,10,3,1,1,17,,0.65,0.24,11.1,50.0
筧本翔昂,2017-10,JTサンダーズ,20,13,22,9,1,40.9,36.4,0,0,0,6,43,0,1,7,3,1,0,15,,0.69,0.46,3.5,33.3
筧本翔昂,2017-11,JTサンダーズ,20,18,29,15,1,51.7,48.3,0,0,0,12,55,1,1,11,4,2,1,28,,0.83,0.67,6.4,62.5
筧本翔昂,2017-12,JTサンダーズ,20,14,22,13,1,59.1,54.5,0,0,0,6,43,1,4,5,6,1,3,20,,0.93,0.43,2.9,41.7
筧本翔昂,2018-01,JTサンダーズ,20,11,14,6,1,42.9,35.7,0,0,0,3,22,0,1,5,5,0,1,9,,0.55,0.27,4.5,10.0
米山裕太,2017-10,東レアローズ,5,8,35,9,0,25.7,25.7,5,1,0,2,17,1,6,4,51,24,12,12,20.0,1.12,0.25,2.9,58.8
米山裕太,2017-11,東レアローズ,5,16,56,22,2,39.3,35.7,4,2,0,1,52,3,5,6,88,39,24,26,50.0,1.38,0.06,6.2,58.0
米山裕太,2017-12,東レアローズ,5,9,29,14,0,48.3,48.3,2,0,0,2,21,0,3,5,61,27,18,16,0.0,1.56,0.22,2.4,59.0
米山裕太,2018-01,東レアローズ,5,26,92,35,3,38.0,34.8,8,3,1,4,74,0,5,20,156,80,40,39,37.5,1.35,0.15,5.1,64.1
米山達也,2017-10,サントリーサンバーズ,20,9,33,16,1,48.5,45.5,2,1,1,0,18,1,3,5,36,12,10,17,50.0,1.78,0.0,8.3,47.2
米山達也,2017-11,サントリーサンバーズ,20,24,125,58,4,46.4,43.2,6,4,0,1,85,3,7,23,133,71,26,62,66.7,2.42,0.04,8.2,63.2
米山達也,2017-12,サントリーサンバーズ,20,15,8,2,0,25.0,25.0,0,0,0,0,28,0,4,7,11,4,5,2,,0.13,0.0,2.7,59.1
米山達也,2018-01,サントリーサンバーズ,20,22,13,6,0,46.2,46.2,0,0,0,0,33,3,4,7,25,7,7,9,,0.27,0.0,11.4,42.0
興梠亮,2017-10,ジェイテクトSTINGS,12,11,0,0,0,,,0,0,0,0,0,0,0,0,25,10,5,0,,0.0,0.0,,50.0
興梠亮,2017-11,ジェイテクトSTINGS,12,26,0,0,0,,,0,0,0,0,0,0,0,0,81,36,28,0,,0.0,0.0,,61.7
興梠亮,2017-12,ジェイテクトSTINGS,12,15,0,0,0,,,0,0,0,0,0,0,0,0,56,26,20,0,,0.0,0.0,,64.3
興梠亮,2018-01,ジェイテクトSTINGS,12,26,0,0,0,,,0,0,0,0,0,0,0,0,148,74,38,0,,0.0,0.0,,62.8
落合一貴,2017-11,東レアローズ,16,3,0,0,0,,,0,0,0,0,3,0,2,1,0,0,0,0,,0.0,0.0,-8.3,
落合一貴,2017-12,東レアローズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
落合一貴,2018-01,東レアローズ,16,3,10,4,1,40.0,30.0,4,2,0,1,5,0,2,0,0,0,0,5,50.0,1.33,0.33,-10.0,
藤中謙也,2017-10,サントリーサンバーズ,10,13,70,27,5,38.6,31.4,7,2,3,4,31,1,5,2,85,27,38,32,28.6,2.08,0.31,0.8,54.1
藤中謙也,2017-11,サントリーサンバーズ,10,16,54,15,3,27.8,22.2,5,2,0,4,40,0,4,8,84,37,25,19,40.0,0.94,0.25,2.5,58.9
藤中謙也,2017-12,サントリーサンバーズ,10,14,85,39,5,45.9,40.0,3,1,1,7,43,0,2,6,79,32,12,46,33.3,2.79,0.5,2.3,48.1
藤中謙也,2018-01,サントリーサンバーズ,10,29,129,55,12,42.6,33.3,9,5,1,4,75,3,4,13,172,84,42,62,55.6,1.9,0.14,7.0,61.0
藤井直伸,2017-10,東レアローズ,21,11,0,0,0,,,0,0,0,0,41,2,7,10,1,0,0,2,,0.0,0.0,6.7,0.0
藤井直伸,2017-11,東レアローズ,21,25,3,2,0,66.7,66.7,0,0,0,5,101,6,15,26,0,0,0,13,,0.08,0.2,8.7,
藤井直伸,2017-12,東レアローズ,21,17,3,2,0,66.7,66.7,0,0,0,3,63,2,5,15,3,0,0,7,,0.12,0.18,7.1,0.0
藤井直伸,2018-01,東レアローズ,21,27,3,2,0,66.7,66.7,0,0,0,4,94,3,9,25,2,0,0,9,,0.07,0.15,7.4,0.0
衛藤英興,2017-10,FC東京,15,2,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,0.5,0.0,,
衛藤英興,2017-11,FC東京,15,13,13,6,0,46.2,46.2,0,0,0,3,21,0,3,3,0,0,0,9,,0.46,0.23,0.0,
衛藤英興,2017-12,FC東京,15,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
衛藤英興,2018-01,FC東京,15,7,6,4,0,66.7,66.7,0,0,0,1,10,0,1,1,0,0,0,5,,0.57,0.14,0.0,
袴谷亮介,2017-10,ジェイテクトSTINGS,11,9,11,6,0,54.5,54.5,1,1,0,0,4,0,1,1,0,0,0,6,100.0,0.67,0.0,0.0,
袴谷亮介,2017-11,ジェイテクトSTINGS,11,13,98,40,9,40.8,31.6,31,18,3,0,34,2,9,7,0,0,0,42,58.1,3.08,0.0,4.4,
袴谷亮介,2017-12,ジェイテクトSTINGS,11,6,13,5,2,38.5,23.1,6,2,1,2,7,1,2,2,0,0,0,8,33.3,0.83,0.33,14.3,
袴谷亮介,2018-01,ジェイテクトSTINGS,11,6,5,0,0,0.0,0.0,0,0,0,0,2,0,1,0,0,0,0,0,,0.0,0.0,-12.5,
西田有志,2018-01,ジェイテクトSTINGS,14,26,240,134,19,55.8,47.9,104,59,10,5,90,9,16,40,3,1,1,148,56.7,5.15,0.19,16.7,50.0
辰巳正敏,2017-10,ジェイテクトSTINGS,9,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
辰巳正敏,2017-11,ジェイテクトSTINGS,9,12,15,9,1,60.0,53.3,0,0,0,6,41,2,5,5,2,1,1,17,,0.75,0.5,4.9,75.0
辰巳正敏,2017-12,ジェイテクトSTINGS,9,3,7,2,0,28.6,28.6,0,0,0,1,8,0,1,2,0,0,0,3,,0.67,0.33,3.1,
辰巳正敏,2018-01,ジェイテクトSTINGS,9,3,4,2,0,50.0,50.0,0,0,0,0,7,1,1,0,0,0,0,3,,0.67,0.0,10.7,
近江芳樹,2017-10,FC東京,25,5,10,2,0,20.0,20.0,1,0,0,0,8,0,3,1,13,6,6,2,0.0,0.4,0.0,-6.2,69.2
近江芳樹,2017-11,FC東京,25,5,7,1,0,14.3,14.3,0,0,0,0,3,0,1,1,5,1,2,1,,0.2,0.0,0.0,40.0
近江芳樹,2017-12,FC東京,25,1,1,0,1,0.0,-100.0,0,0,0,0,1,0,1,0,2,0,0,0,,0.0,0.0,-25.0,0.0
近江芳樹,2018-01,FC東京,25,2,8,4,0,50.0,50.0,0,0,0,0,3,0,1,1,4,0,1,4,,2.0,0.0,0.0,12.5
近裕崇,2017-10,豊田合成トレフェルサ,6,11,26,13,1,50.0,46.2,0,0,0,1,55,1,8,15,1,1,0,15,,1.18,0.09,5.0,100.0
近裕崇,2017-11,豊田合成トレフェルサ,6,28,71,31,5,43.7,36.6,0,0,0,11,94,1,15,25,3,1,2,43,,1.11,0.39,3.7,66.7
近裕崇,2017-12,豊田合成トレフェルサ,6,14,47,28,2,59.6,55.3,0,0,0,10,46,2,9,15,0,0,0,40,,2.0,0.71,7.6,
近裕崇,2018-01,豊田合成トレフェルサ,6,25,55,35,2,63.6,60.0,0,0,0,15,78,5,11,17,4,2,1,55,,1.4,0.6,8.3,62.5
郡浩也,2018-01,ジェイテクトSTINGS,8,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
酒井大祐,2017-10,サントリーサンバーズ,5,6,0,0,0,,,0,0,0,0,0,0,0,0,1,0,1,0,,0.0,0.0,,50.0
酒井大祐,2017-11,サントリーサンバーズ,5,18,0,0,0,,,0,0,0,0,0,0,0,0,66,40,13,0,,0.0,0.0,,70.5
酒井大祐,2017-12,サントリーサンバーズ,5,8,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,0,,0.0,0.0,,50.0
酒井大祐,2018-01,サントリーサンバーズ,5,16,0,0,0,,,0,0,0,0,0,0,0,0,22,5,6,0,,0.0,0.0,,36.4
野瀬将平,2017-10,FC東京,24,8,0,0,0,,,0,0,0,0,0,0,0,0,13,4,4,0,,0.0,0.0,,46.2
野瀬将平,2017-11,FC東京,24,5,0,0,0,,,0,0,0,0,0,0,0,0,8,3,1,0,,0.0,0.0,,43.8
野瀬将平,2017-12,FC東京,24,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
野瀬将平,2018-01,FC東京,24,7,0,0,0,,,0,0,0,0,0,0,0,0,7,3,1,0,,0.0,0.0,,50.0
金丸晃大,2017-10,ジェイテクトSTINGS,2,11,21,15,0,71.4,71.4,0,0,0,10,50,1,4,7,0,0,0,26,,1.36,0.91,3.5,
金丸晃大,2017-11,ジェイテクトSTINGS,2,22,36,13,5,36.1,22.2,0,0,0,15,89,1,5,14,7,3,3,29,,0.59,0.68,3.7,64.3
金丸晃大,2017-12,ジェイテクトSTINGS,2,15,30,15,2,50.0,43.3,0,0,0,9,66,2,2,15,5,3,1,26,,1.0,0.6,8.0,70.0
金丸晃大,2018-01,ジェイテクトSTINGS,2,26,38,19,2,50.0,44.7,0,0,0,14,84,0,6,13,8,3,4,33,,0.73,0.54,2.1,62.5
金子聖輝,2017-10,JTサンダーズ,17,10,0,0,0,,,0,0,0,0,12,1,0,1,0,0,0,1,,0.0,0.0,10.4,
金子聖輝,2017-11,JTサンダーズ,17,14,1,0,0,0.0,0.0,0,0,0,1,14,0,0,4,0,0,0,1,,0.0,0.07,7.1,
金子聖輝,2017-12,JTサンダーズ,17,8,0,0,0,,,0,0,0,0,11,0,0,6,0,0,0,0,,0.0,0.0,13.6,
金子聖輝,2018-01,JTサンダーズ,17,15,0,0,0,,,0,0,0,1,22,0,4,1,0,0,0,1,,0.0,0.07,-3.4,
鈴木健太,2017-10,FC東京,27,3,3,2,0,66.7,66.7,0,0,0,0,1,0,1,0,0,0,0,2,,0.67,0.0,-25.0,
鈴木健太,2017-11,FC東京,27,9,23,11,2,47.8,39.1,3,1,0,0,9,0,4,2,0,0,0,11,33.3,1.22,0.0,-5.6,
鈴木健太,2017-12,FC東京,27,2,3,1,0,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1,,0.5,0.0,,
鈴木健太,2018-01,FC東京,27,16,116,54,12,46.6,36.2,54,27,8,3,40,2,11,11,0,0,0,59,50.0,3.38,0.19,5.0,
鈴木寛史,2017-10,サントリーサンバーズ,2,10,18,8,3,44.4,27.8,0,0,0,2,27,0,1,5,3,0,0,10,,0.8,0.2,3.7,0.0
鈴木寛史,2017-11,サントリーサンバーズ,2,19,41,19,3,46.3,39.0,0,0,0,6,36,0,3,6,0,0,0,25,,1.0,0.32,2.1,
鈴木寛史,2017-12,サントリーサンバーズ,2,6,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
鈴木寛史,2018-01,サントリーサンバーズ,2,29,84,44,3,52.4,48.8,1,0,1,17,86,2,7,9,0,0,0,63,0.0,1.52,0.59,2.9,
鈴木悠二,2017-10,東レアローズ,18,11,56,23,4,41.1,33.9,9,6,2,1,50,4,7,16,55,20,19,28,66.7,2.09,0.09,12.5,53.6
鈴木悠二,2017-11,東レアローズ,18,25,137,64,9,46.7,40.1,30,20,0,5,85,6,8,28,116,48,28,75,66.7,2.56,0.2,12.9,53.4
鈴木悠二,2017-12,東レアローズ,18,17,83,34,6,41.0,33.7,13,7,0,3,69,4,12,28,77,28,18,41,53.8,2.0,0.18,11.6,48.1
鈴木悠二,2018-01,東レアローズ,18,25,77,30,3,39.0,35.1,15,5,1,2,72,6,10,20,54,27,11,38,33.3,1.2,0.08,11.8,60.2
長友優磨,2017-10,FC東京,14,10,63,32,2,50.8,47.6,12,5,0,0,39,2,2,9,71,34,18,34,41.7,3.2,0.0,9.6,60.6
長友優磨,2017-11,FC東京,14,27,151,68,10,45.0,38.4,19,10,0,8,101,3,12,29,178,80,37,79,52.6,2.52,0.3,7.2,55.3
長友優磨,2017-12,FC東京,14,12,39,16,1,41.0,38.5,5,2,1,2,33,2,1,18,51,18,13,20,40.0,1.33,0.17,18.9,48.0
長友優磨,2018-01,FC東京,14,19,75,26,6,34.7,26.7,12,4,0,1,59,4,7,17,84,32,30,31,33.3,1.37,0.05,11.0,56.0
関田誠大,2017-10,パナソニックパンサーズ,8,7,0,0,0,,,0,0,0,0,11,0,2,4,0,0,0,0,,0.0,0.0,4.5,
関田誠大,2017-11,パナソニックパンサーズ,8,13,2,1,0,50.0,50.0,0,0,0,2,18,1,3,4,0,0,0,4,,0.08,0.15,6.9,
関田誠大,2017-12,パナソニックパンサーズ,8,10,0,0,0,,,0,0,0,1,13,1,1,5,0,0,0,2,,0.0,0.1,15.4,
関田誠大,2018-01,パナソニックパンサーズ,8,23,3,0,1,0.0,-33.3,0,0,0,1,59,1,4,13,3,0,0,2,,0.0,0.04,5.5,0.0
阿部裕太,2017-10,東レアローズ,9,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
阿部裕太,2017-11,東レアローズ,9,3,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
阿部裕太,2017-12,東レアローズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
阿部裕太,2018-01,東レアローズ,9,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
高松卓矢,2017-10,豊田合成トレフェルサ,12,11,65,31,1,47.7,46.2,0,0,0,3,42,3,8,14,36,10,8,37,,2.82,0.27,10.7,38.9
高松卓矢,2017-11,豊田合成トレフェルサ,12,28,183,88,10,48.1,42.6,3,0,0,4,111,9,17,30,126,55,30,101,0.0,3.14,0.14,11.0,55.6
高松卓矢,2017-12,豊田合成トレフェルサ,12,14,134,59,5,44.0,40.3,14,7,1,3,52,6,10,13,40,16,8,68,50.0,4.21,0.21,13.0,50.0
高松卓矢,2018-01,豊田合成トレフェルサ,12,23,146,83,6,56.8,52.7,19,15,1,5,82,4,16,23,59,21,16,92,78.9,3.61,0.22,7.0,49.2
高橋健太郎,2018-01,東レアローズ,2,20,30,20,2,66.7,60.0,0,0,0,2,21,1,11,3,1,1,0,23,,1.0,0.1,-4.8,100.0
高橋拓也,2017-11,豊田合成トレフェルサ,9,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
高橋拓也,2017-12,豊田合成トレフェルサ,9,5,5,2,0,40.0,40.0,1,0,0,0,2,0,1,0,0,0,0,2,0.0,0.4,0.0,-12.5,
高橋拓也,2018-01,豊田合成トレフェルサ,9,4,11,5,0,45.5,45.5,0,0,0,0,10,0,6,1,1,0,0,5,,1.25,0.0,-12.5,0.0
高橋賢,2017-10,サントリーサンバーズ,3,8,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
高橋賢,2017-11,サントリーサンバーズ,3,14,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
高橋賢,2017-12,サントリーサンバーズ,3,9,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
高橋賢,2018-01,サントリーサンバーズ,3,8,0,0,0,,,0,0,0,0,0,0,0,0,4,2,1,0,,0.0,0.0,,62.5
高野直哉,2017-10,堺ブレイザーズ,4,12,71,29,2,40.8,38.0,2,2,0,3,31,0,6,6,90,33,26,32,100.0,2.42,0.25,0.0,51.1
高野直哉,2017-12,堺ブレイザーズ,4,2,0,0,0,,,0,0,0,0,0,0,0,0,5,3,0,0,,0.0,0.0,,60.0
高野直哉,2018-01,堺ブレイザーズ,4,27,142,62,8,43.7,38.0,0,0,0,9,81,1,25,16,197,64,59,72,,2.3,0.33,-1.5,47.5
鶴田大樹,2017-10,サントリーサンバーズ,1,13,0,0,0,,,0,0,0,0,0,0,0,0,71,33,24,0,,0.0,0.0,,63.4
鶴田大樹,2017-11,サントリーサンバーズ,1,21,0,0,0,,,0,0,0,0,0,0,0,0,72,35,18,0,,0.0,0.0,,61.1
鶴田大樹,2017-12,サントリーサンバーズ,1,15,0,0,0,,,0,0,0,0,0,0,0,0,72,44,16,0,,0.0,0.0,,72.2
鶴田大樹,2018-01,サントリーサンバーズ,1,25,0,0,0,,,0,0,0,0,0,0,0,0,116,58,22,0,,0.0,0.0,,59.5
黒木康太郎,2017-10,東レアローズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
黒木康太郎,2017-11,東レアローズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
黒澤雄介,2018-01,豊田合成トレフェルサ,16,4,16,7,4,43.8,18.8,3,1,1,2,17,1,2,2,19,8,6,10,33.3,1.75,0.5,5.9,57.9
